Deal ID;Is public;Deal scope;Deal size;Target country;Current size under contract;Current size in operation (production);Current negotiation status;Current implementation status;Fully updated;Top parent companies;Intended size (in ha);Size under contract (leased or purchased area, in ha);Size in operation (production, in ha);Comment on land area;Intention of investment;Comment on intention of investment;Nature of the deal;Comment on nature of the deal;Negotiation status;Comment on negotiation status;Implementation status;Comment on implementation status;Purchase price;Purchase price currency;Purchase price area type;Purchase price area;Comment on purchase price;Annual leasing fee;Annual leasing fee currency;Annual leasing fee type;Annual leasing fee area;Comment on leasing fees;Contract farming;On leased / purchased;On leased area/farmers/households;Not on leased / purchased (out-grower);Not on leased area/farmers/households (out-grower);Comment on contract farming;Jobs created (total);Planned number of jobs (total);Planned employees (total);Planned daily/seasonal workers (total);Current total number of jobs/employees/ daily/seasonal workers;Comment on jobs created (total);Jobs created (foreign);Planned number of jobs (foreign);Planned employees (foreign);Planned daily/seasonal workers (foreign);Current foreign number of jobs/employees/ daily/seasonal workers;Comment on jobs created (foreign);Jobs created (domestic);Planned number of jobs (domestic);Planned employees (domestic);Planned daily/seasonal workers (domestic);Current domestic number of jobs/employees/ daily/seasonal workers;Comment on jobs created (domestic);Actors involved in the negotiation / admission process;Name of investment project;Comment on investment chain;Operating company: Investor ID;Operating company: Name;Operating company: Country of registration/origin;Operating company: Classification;Operating company: Investor homepage;Operating company: Opencorporates link;Operating company: Comment;Name of community;Name of indigenous people;Comment on communities / indigenous peoples affected;Recognition status of community land tenure;Comment on recognitions status of community land tenure;Community consultation;Comment on consultation of local community;Community reaction;Comment on community reaction;Presence of land conflicts;Comment on presence of land conflicts;Displacement of people;Number of people actually displaced;Number of households actually displaced;Number of people displaced out of their community land;Number of people displaced staying on community land;"Number of households displaced ""only"" from their agricultural fields";Number of people facing displacement once project is fully implemented;Comment on displacement of people;Negative impacts for local communities;Comment on negative impacts for local communities;Promised compensation (e.g. for damages or resettlements);Received compensation (e.g. for damages or resettlements);Promised benefits for local communities;Comment on promised benefits for local communities;Materialized benefits for local communities;Comment on materialized benefits for local communities;Presence of organizations and actions taken (e.g. farmer organizations, NGOs, etc.);Former land owner;Comment on former land owner;Former land use;Comment on former land use;Former land cover;Comment on former land cover;Crops area/yield/export;Comment on crops;Livestock area/yield/export;Comment on livestock;Mineral resources area/yield/export;Comment on mineral resources;Contract farming crops;Comment on contract farming crops;Contract farming livestock;Comment on contract farming livestock;Has domestic use;Domestic use;Has export;Export;Country 1;Country 1 ratio;Country 2;Country 2 ratio;Country 3;Country 3 ratio;Comment on use of produce;In country processing of produce;Comment on in country processing of produce;Processing facilities / production infrastructure of the project (e.g. oil mill, ethanol distillery, biomass power plant etc.);In-country end products of the project;Water extraction envisaged;Comment on water extraction envisaged;Source of water extraction;Comment on source of water extraction;Comment on how much do investors pay for water;Water extraction amount;Comment on how much water is extracted;Use of irrigation infrastructure;Comment on use of irrigation infrastructure;Water footprint of the investment project;Comment on gender-related info;Overall comment;Not public;Reason;Comment on not public
5865;Yes;transnational;11700.00;Ukraine;11700.00;0.0;Concluded (Contract signed);In operation (production);2019-10-11T14:30:51.992780+00:00;Kernel Holding S.A.#908#;;2012#current#11700.0;;;#current##Food crops, Livestock;;Lease;Land lease contracts between Primary investor and smalholders.;#current#Concluded (Contract signed);Unfortunately, we do not know exact year of each landlease contract.;#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39651;Vyshneve-Agro ALLC;Ukraine;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Private (smallholders);;Commercial (large-scale) agriculture;;;;#current####Corn (Maize), Soya Beans, Sugar beet, Sun Flower, Wheat;;#current####Beef Cattle, Dairy Cattle, Pork;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Deal is splited from #1049;No;;
5866;Yes;transnational;62724.00;Ukraine;62724.00;0.0;Concluded (Contract signed);In operation (production);2018-06-04T11:15:56+00:00;Kernel Holding S.A.#908#;;2012##22000.0|2018#current#62724.0;;Information about 2018 is from the analytical system Agroxy.;#current##Food crops, Fodder, Livestock;;Lease;There are approximately 10 641 lease agreements.;#current#Concluded (Contract signed);Company was established in 1997, but from this year general owners of land was changed. We don`t know when exactly was signed first contract between company and smalholders.;#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39652;Prydniprovskyi Kray ALLC;Ukraine;Private company;;;;;;;;;;;Mixed reaction;The Company organizes social projects, but from the other side, locals complain about dangerous chemicals used by the Company, the concentration of the land plots in one hand.;;;;;;;;;;;Environmental degradation|Socio-economic|Violence;In the media, there is information about dangerous chemicals, bees are dying and the incidence of cancer has increased, negative impacts for the small and medium farmers.;;;Education|Roads|Capacity building|Financial support|Community shares in the investment project;;Education|Roads|Capacity building|Financial support|Community shares in the investment project;"Social entrepreneurship, together with Charitable Foundation ""Together with Kernel"" reconstructed buildings, bus stops, roads; Corporate newspaper ""In every yard""; Kernel has joined the world's largest corporate sustainable development initiative, the United Nations Global Compact.  More information about social projects here: https://razom.kernel.ua/";Active local communities ( village Lazarivka);State|Private (smallholders);;Commercial (large-scale) agriculture;;Cropland;;2018##10054.0###Corn (Maize)|2018##3635.0###Sun Flower|2018##3193.0###Soya Beans|2018#current#2931.0###Wheat;;#current####Dairy Cattle, Pork;;;;;;;;;;Yes;;Switzerland;95.0;;;;;;;;;;Yes;[1] Permission for special water use №103 / PL / 49d-20 dated 21.07.2020 [2] Permission for special water use №54 / PL / 49d-20 dated 17.04.2020;Groundwater|Surface water|River;;;3899084;[1 permission]  1979384 m3/year [2 permission] 1919700 m3/year;Yes;;;;;No;;
5869;Yes;transnational;20000.00;Myanmar;20000.00;9333.00;Concluded (Contract signed);In operation (production);2021-10-06T15:35:04.633972+00:00;Yunnan Jin Chen Investment Company#4870#;;2006#current#20000.0;2017#current#9333.0|2008##9900.0;"One source indicates, ""Yunnan Jin Chen Investment Company, registered in 2006 with capital worth 16 million Yuan (2.5 million US dollar), has engaged in rubber plantations in Longkwa Area, Mongmao County in Special Region 2 (UWSA) since 2006 with a concession awarded for 20,000 hectares. In 2008, 6,500 hectares of rubber plantation had been successfully planted, with an additional 3,300 hectares of rubber planned for planting in 2009.""

A more recent source, however, indicates that ""The private company Yunnan Jin Chen Investment Company is reported to have planted 140,000 mu (9,333 hectares) of rubber in Mongmao, Shan State. Although this company focuses on rubber, it has also invested in maize, coffee, nuts, sesame, rice, and longan.""";2017#current##Food crops, Non-food agricultural commodities;Main crop is rubber but the company has also planted food crops according to recent sources.;Lease;;#current#Concluded (Contract signed);;2017#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39654;Unknown (Yunnan Jin Chen Investment Company);Myanmar;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017#current####Coffee Plant, Corn (Maize), Rice, Rubber tree, Sesame|2009###2800.0##Rubber tree;According to recent sources, the company also plants nuts (unspecified) and longan.;;;;;;;;;;;Yes;;China;;;;;;According to a source, the import quota to China is 2800 tons in 2009.;;;;;;;;;;;;;;;;;No;;
5870;Yes;transnational;7078.00;Ukraine;7078.00;0.0;Concluded (Contract signed);In operation (production);2019-10-11T14:36:27.616084+00:00;Kernel Holding S.A.#908#|Druzhba Nova LLC#35586#;;2012##7300.0|2016#current#7078.0;;;#current##Food crops;;Lease;Land is lease from smalholders. When exactly contract was signed we do not know;#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;50;US Dollar ($);per ha;;In average, 50$ is paying for rent of one hectar;;;;;;;;;;;;;;;;;;;;;;;;;;;Buymerske PE merged to Afrofirma Semerenky in 2019.;39630;Agrofirma Semeren`ky LLC;Ukraine;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;Financial support;;;;;Private (smallholders);;Commercial (large-scale) agriculture;;;;#current####Corn (Maize), Soya Beans, Sun Flower, Wheat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"This deal is splited from #1033.
In the process of termination.";No;;
5872;Yes;transnational;660.00;Myanmar;660.00;0.0;Concluded (Contract signed);Project abandoned;2021-11-24T11:06:07.667277+00:00;Guangdong Zhenrong Energy Co., Ltd#4871#|Htoo Group#4872#|Union of Myanmar Economic Holdings Ltd#4873#|Myanma Petrochemical Enterprise#4874#;;2016#current#660.0;;;#current##Industry;Oil Refinery;Lease;;2016#current#Concluded (Contract signed);Joint Venture established and land area for refinery defined.;2017#current#Project abandoned;Project abandoned due to an investor's financial constraints;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39656;Longwin Global Petrochemical Co., Ltd;Myanmar;Private company;;;;;;;;;;;Rejection;2,000 residents from 6 nearby villages signed petition calling to the project to be scrapped;;;;;;;;;;;;;;;;;;;;Private (large-scale farm);;Commercial (large-scale) agriculture;;Cropland;Oil Palm Plantation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"use this deal instead of #5871. 
Pushed it accidentally too early and could not edit after uploading.";No;;
5878;Yes;transnational;40000.00;Zimbabwe;40000.00;0.0;Concluded (Contract signed);Startup phase (no production);;Sunbird Bioenergy Africa Limited#4298#|Government of Zimbabwe#4882#;;#current#40000.0;;Part of Sunbird Bioenergy’s plan is to create a nucleus farm, and divide the remaining land into plots that will be apportioned to local out growers;#current##Biofuels;cassava to bioethanol project. Intercropping with sweet potatoes.;Lease;;#current#Concluded (Contract signed);;#current#Startup phase (no production);Nursery is being developed.;;;;;;;;;;;Yes;Yes;;;;Estimated 20 000 farmers. Bioenergy expects to recruit 1,000 out-growers in 2017/18.;Yes;830;;;;750 jobs that will be created at the ethanol production plant. The cassava nursery is expected to employ 80 specialist workers.;;;;;;;;;;;;;;;Sunbird Bioenergy Africa has entered into a joint venture with Republic of Zimbabwe. International and local partners as per statutory requirements  are Mr. Nicholas Bridges and Mr. Richard Bennett (International) and Mr. John T.E. Mapondera and Dr. Herbert M. Mrerwa.;39663;Sunbird Zimbabwe (Pvt) Ltd;Zimbabwe;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;leased from the Mbiri Council;;;;;#current####Cassava (Maniok);;;;;;;;;;;;;;;;;;;;Scheduled to produce 600,000 tonnes of cassava feedstock for the bioethanol plant;Yes;;Ethanol and power plant, designed to produce 120 million litres of bioethanol per year and electricity production capacity of 6MW.;;;;;;;;;;;;;;No;;
5882;Yes;transnational;100000.00;Belarus;100000.00;0.0;Concluded (Contract signed);Startup phase (no production);2018-01-10T16:10:59+00:00;China's DRex Food Group Co., Ltd#4886#;;2017#current#100000.0;;;#current##Livestock;Probably this company/these companies will grow crops for cattles.;Lease;The land in Belarus is given only in the lease or concession;2017#current#Concluded (Contract signed);;2017#current#Startup phase (no production);The project will start in 2018;;;;;Total amount of project is 400 mln dollars US;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39666;Unknown (China's DRex Food Group Co., Ltd);Belarus;Private company;;;;;;;;;;;;Information about community react is absent;;;;;;;;;;;;;;;;;;;;;Land Matrix has not information about landowners. ;Commercial (large-scale) agriculture;;;;;;#current####Cattle, Dairy Cattle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;New invests in the Belarus agriculture.;No;;
5883;Yes;transnational;2500.00;Nicaragua;2500.00;1300.00;Concluded (Contract signed);In operation (production);2018-04-05T13:27:29+00:00;Alfred Ritter GmbH & Co. KG#5018#;;2012##2000.0|2014#current#2500.0;2017#current#1300.0;"First harvest in 2017 on 1300 ha. See: http://www.handelsblatt.com/unternehmen/handel-konsumgueter/plantage-in-nicaragua-ritter-sport-baut-kakao-bald-selbst-an/8070040.html
""The company announced plans to buy 2,000 hectares of land in Nicaragua last years, but recently upped the surface area to 2,500 hectares. See:https://www.confectionerynews.com/Article/2014/07/24/Ritter-cocoa-planation-in-Nicaragua-Future-of-sourcing?utm_source=copyright&utm_medium=OnSite&utm_campaign=copyright
Company source: ” 1,500 hectares of the plantation are cultivated in this manner. The remaining 1,000 hectares are preserved as forests and wetlands, and offer a habitat for countless native varieties of plants and animals—thereby making an important contribution to species conservation.” See: https://www.ritter-sport.de/export/sites/default/.galleries/downloads/Ritter-NHB-2016_GB_Seite.pdf";2014#current#2500.0#Food crops, Other;"Cacao plantation, other crops as side crops such as bananas, mahagoni-trees...
infrastructure";Outright purchase;;2012#current#Concluded (Contract signed);Size increased in 2014;2017#current#In operation (production);First harvest in 2017;;;;;;;;;;;;;;;;;Yes;;;;2014#current#200##;See: http://www.spiegel.de/karriere/kulturschock-kakao-anbauen-in-nicaragua-a-992160.html;Yes;;;;2014#current#20##;;Yes;;;;2014#current#180##;80% of the 200 workers are from the region, see: http://www.spiegel.de/karriere/kulturschock-kakao-anbauen-in-nicaragua-a-992160.html;;El cacao;total investment: 60 Mio. Euro, See: http://www.cash.at/archiv/nachhaltig-engagiert-und-am-puls-der-zeit/;39668;Alfred Ritter GmbH & Co. KG Nicaragua;Nicaragua;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pastoralism|Other;pasture and fallow land;Forest land|Shrub land/Grassland (Rangeland)|Marginal land;;#current####Cacao;;;;;;;;;;;;Yes;100.0;Germany;100.0;;;;;;Yes;Opening and peeling out the cocoa beans, See: http://www.cash.at/archiv/nachhaltig-engagiert-und-am-puls-der-zeit/;;;;;;;;;;;;;;;No;;
5884;Yes;transnational;12700.00;Russian Federation;12700.00;0.0;Concluded (Contract signed);In operation (production);2018-01-18T17:28:07+00:00;The TH True Milk Group#4893#;140000.00;2017#current#12700.0;;;#current##Livestock;This company will grow crops for cattles.;Lease;Land leased from the State;2015#current#Concluded (Contract signed);;2016##Startup phase (no production)|2017##Startup phase (no production)|2018#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39669;TH-Rus Milk Food LLC;Russian Federation;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;We dont have exact info about landownership, but it looks like consession from the State;Commercial (large-scale) agriculture;;;;;;#current####Dairy Cattle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
5892;Yes;transnational;5506.00;Zambia;5506.00;3146.00;Concluded (Contract signed);In operation (production);;Silverstreet Capital#3124#;;#current#5506.0;2017#current#3146.0;;#current##Food crops, Livestock;food crops (maize, soya, wheat, and potatoes) and livestock (cattle);Outright purchase;purchase 4 farms from private owners: Vundu, Venturas, Sichilima and Green Forestry Development (“GFD”).;#current#Concluded (Contract signed);Incorporated in Zambia August 2012. Submitted two Environmental and Social Impact Assessments (ESIAs) to Zambia Environmental Management Agency (ZEMA), and received approval March 2015 and August 2015.;2014#current#In operation (production);;;;;;;;;;;;Yes;;;;;SZL has started to engage with a local non-governmental organization, Musika, to identify areas of collaboration with regards to empowering farmers to benefit from the out grower scheme;Yes;;;;2014##53##|2020#current#197#163#34;;;;;;;;;;;;;;;;Silverlands Fund secured roughly US$150 million in financing from the United States government’s Overseas Private Investment Cooperation (OPIC) in 2011. SZL registered as a Zambian company in 2012.;39673;Silverlands Zambia Limited (SZL);Zambia;Private company;;;;;;;;;Limited consultation;Consultation occurred in August 2014 and March 2015. Silverlands established a Stakeholder Committee in 2016, with representation from the company, government officials, residents and a civil society organization.[232] Silverlands told Human Rights Watch that the committee had a total of 25 minuted meetings with stakeholders between May 2016 and May 2017;Consent;;;;Yes;;1;;;;;As of February 2017, one family had been resettled. In June 2017, after several years of seeking alternative land to resettle residents living on the farm, the company’s board decided that the residents would not be resettled, a livelihood restoration plan for residents would be adopted, residents are able to stay on the farm.;;;;;;;;;;Private (large-scale farm);"Silverlands acquired four neighboring farms, known as Vundu, Venturas, Sichilima, and Green Forestry Development/GFD (Sheriff) farms, from individual private owners in Luombwa Farm Block.
Zambian officials say the state acquired the Luombwa farm block from a farm development program in the 1990s.[51] The government demarcated the outer boundary in the mid-1990s, then designated parcels for individual farm plots.";Commercial (large-scale) agriculture;;Cropland|Forest land;;#current####Corn (Maize), Potatoes, Soya Beans, Wheat;;#current####Poultry;;;;;;;;;;;;;;;;;;;;;;;Yes;;Surface water|River;Luwombwa River;;;;;;;;;No;;
5894;Yes;transnational;996.00;Zambia;996.00;0.0;Concluded (Contract signed);In operation (production);;John Lewis Sawyer#4900#|Jason Lewis Sawyer#4901#|Leonard David Van Brenda#4902#;1000.00;#current#996.0;;;#current##Food crops;;;;2015#current#Concluded (Contract signed);;##Startup phase (no production)|#current#In operation (production);;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;;Sawyer Farm;"Nyamanza Farming Limited
Incorporated in Zambia June 2007.";39675;Nyamanza Farming Limited;Zambia;Private company;;;;;;;;;;;;;;;;;;;;;;Disputes about whether community members live on the land.;;;;;;;;;;;;;;;;#current####Rice, Soya Beans, Wheat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
5895;Yes;transnational;2071.00;Zambia;2071.00;700.00;Concluded (Contract signed);In operation (production);;Abraheam Lodewikus Viljoen#4903#|Paulo Stavrou Billi#4904#|Idaro Ventures Limited#4905#|Alexandre Stavrou Billi#4906#;;2012#current#2071.0;2012#current#700.0;;#current##Food crops;;Lease;;2012#current#Concluded (Contract signed);;2012##Startup phase (no production)|2012#current#In operation (production);;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;registered the company in 2011.;39676;Billis Farm Limited;Zambia;Private company;;;;;;;;;;;;;;;Yes;65;;;;;;at least 11 villages and some 65 or more people had been on the land when they were evicted by the previous company.;Displacement;;;;;;;;;Private (large-scale farm);purchased the farm from another private corporation in 2012;Commercial (large-scale) agriculture;;;;#current####Corn (Maize), Soya Beans, Wheat;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;Groundwater|Surface water|River;Luombwa River;;;;;;;;;No;;
5896;Yes;transnational;263.00;Zambia;263.00;0.0;Concluded (Contract signed);Project not started;;Philip Jan Jackman#4907#;;2016#current#263.0;;263.7;#current##Livestock;;;;2016#current#Concluded (Contract signed);The Serenje District Council approved Jackman’s farm application in 2014, and the Ministry of Lands issued an offer letter on May 5, 2015. The Ministry of Lands issued a certificate of title to the owner in May 2016.;2017#current#Project not started;;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;Kasary Kuti Ranch, known as “Jackman Farm” after its owner, Philip Jan Jackman was incorporated in Zambia in June 2014.;39677;Kasary Kuti Ranch;Zambia;Private company;;;;Ntenge#;;;;;;;;;;;Yes;;12;;;;;It is alleged also that Kasary Kuti Ranch displaced some 12 families affected by court-ordered eviction and ordering compensation of K1,000 while most of them remained on the land because they appealed against the eviction.;Eviction|Displacement;;Compensation of K1,000;;;;;;;;;;;;;;;#current####Cattle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
5899;Yes;transnational;2200.00;Tanzania;2200.00;1306.00;Concluded (Contract signed);In operation (production);2020-04-28T14:05:04.308801+00:00;Silverstreet Capital#3124#;;2014-01-24#current#2200.0;2017#current#1306.0;"two farms totalling 2200 ha for cropping
291ha planted with avocado";#current##Livestock, Non-food agricultural commodities;Grains for food crops;Lease;;2014-01-24#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;As smallholder integration is limited to supplying raw materials, smallholders remain with activities where little value is captured and upgrading is unlikely.;Yes;;;;2014##78##|2020#current#649#179#470;;;;;;;;;;;;;;;;"With $19.3 million and $28.9 million, respectively, the US development finance institutions Overseas Private Investment Corporation (OPIC) and the World Bank’s Multilateral Investment Guarantee Agency (MIGA) further back the portfolio against risks of expropriation, political violence, and fragile regulatory frameworks (OPIC, 2015). Moreover, donor and philanthropist projects support the Tanzanian investment. The World Poultry Foundation by the Bill and Melinda Gates Foundation (BMGF) allocated a $3.6 million grant to establish an extension network for poultry breeders. Caritas International and the Clinton Foundation ran smallholder-oriented programmes on soya cultivation.
At the end of the investment cycle sometime between 2021 and 2022, the fund will divest all assets.";39680;Silverlands Ndolela Limited;Tanzania;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Capacity building;SMEs earned a total of $10,000 from renting their hives to Silverlands Ndolela.;;Private (large-scale farm);previously known as NDOLELA AFRICAN PLANTATIONS LTD- the former tree plantation? Ndolela was started in 1998 (then would not be a deal as before 2000).;Commercial (large-scale) agriculture;;;;#current####Grains (unspecified), Soya Beans;"Sunflower seed, 500 bee hives, avocado. Bean for seed.
Silverlands Ndolela is the first producer of hybrid sunflower seed in Tanzania, registering two new varieties to allow their production and use by smallholder farmers";#current####Cattle;;;;;;;;Yes;;Yes;;;;;;;;Seeds for local use, avocado for export;;;;;Yes;Silverlands Ndolela upgraded the mini hydropower facility present at acquisition from 80 to 800 kW by extending the canal and installing a new hydroelectric plant. Commissioned in December 2017, the hydro-generated electricity powers the farm’s irrigation pumps, pivots, housing and offices.;Surface water|River;Ruhuhu river;;;;;;;;;No;;
5900;Yes;transnational;2027.00;Zambia;0.0;2027.00;Concluded (Contract signed);In operation (production);;Silverstreet Capital#3124#;;;#current#2027.0;;#current##Food crops;wheat in the Winter and, soya beans and seed-crops in the Summer;;;2015#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;Yes;;;;;exploring potential “hub-out grower” schemes with the neighbouring communities;Yes;;;;2015##16##|2020#current#386##;;;;;;;;;;;;;;;Kakushi Farms;;39681;Silverlands Agriculture Services Limited;Zambia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Capacity building;"Training of communities surrounding the two Silverlands grains farms in Central Zambia (SZL and SASL) is assisted
by our partner, Foundations for Farming, and includes the key conservation agriculture principles. Demonstration
plots are run on the Silverlands farms and by community groups in surrounding areas, with roughly 200 people
regularly attending training sessions. We have partnered with Foundations for Farming for a number of years and commission them to run training sessions at the Silverlands’ demonstration plots and in surrounding areas. The focus is on conservation farming methods such as minimum tillage, composting and mulching, and crop rotation, with additional modules on finances and family principles.";Foundations for Farming assists with smallholder training;;;;;;;#current####Soya Beans, Wheat;;;;;;;;;;Yes;;;;;;;;;;;;;;;Yes;;Surface water|River;An earth dam with an 11,8 million m³ water storage capacity was constructed on the Kakushi River which flows through the farm;;;;Yes;Newly installed Valley pivot irrigation system.;;;;No;;
5901;Yes;transnational;300.00;Mozambique;300.00;128.00;Concluded (Contract signed);Project not started;;Crookes Brothers Ltd#2923#|Silverstreet Capital#3124#;600.00;#current#300.0;2019##80.0|2020##117.0|2021#current#128.0|2023##260.0;covers over 600 hectares of land, on which 300 hectares will be turned over to producing bananas.80 ha planted in 2019 and  plan to expand the banana plantings in the area in due course.Currently comprises 128ha of irrigated bananas. In July 2021, it was reported that AgDevCo’s investment will provide QBV with long-term capital to fund the company’s strategic plan to expand to 260 hectares (642.5 acres) over the next two years.;#current#300.0#Food crops;;Lease;;#current#Concluded (Contract signed);;2016#current#Project not started|2019##In operation (production);In 2018, the project was put on hold  due to the ongoing drought and planting recommenced  planting in 2019. Quinta da Bela Vista Limitada (QBV) in Southern Mozambique fully began operations in 2019 and now has 117 ha planted to bananas. QBV began their first harvest in May 2020;;;;;;;;;;;No;;;;;;Yes;;;;2019#current#67#28#39|##23##|2021#current###240;28 permanent and 39 seasonal workers. QBV currently employs over 240 people, with further growth in jobs expected as a result of the expansion;;;;;;;;;;;;;;Quinta da Bela Vista farm;"QBV was established in 2016 as a joint venture between Silverstreet Capital’s Silverlands I Fund and Crookes
Brothers Limited (JSE:CKS)";39682;Quinta Da Bela Vista limitada;Mozambique;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Greenfield development;;;;;2019##80.0###Banana|2020#current#117.0###Banana;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;Surface water;Beluzi River and  Piquinos Libombos Dam.;;;;;;;;;No;;
5902;Yes;transnational;644.00;Namibia;644.00;350.00;Concluded (Contract signed);In operation (production);2020-03-19T10:41:31.768748+00:00;Silverstreet Capital#3124#;;2011#current#644.0;2017#current#350.0;SVL consists of three adjacent farms (198 hectares of existing table grape vineyards at Riverside farm (formerly Nivex) and Lakeside farm (formerly Nagrapex) and up to an additional 177 ha of development land at Hillside farm (formerly Golf), which together comprise the SVL Project). The business has also expanded its irrigated vineyards by ~75%, to 352 hectares;2011#current#644.0#Food crops;;;SilverStreet and SVL completed the purchase of existing titled farms and titled expansion land at Aussenkehr.;2015#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;Yes;;;;;The team is investigating the production of other crops in the area, such as seed-vegetables, and the related potential to work with small-scale farmers to grow vegetables under the hub-out grower model;Yes;;;;2015##1104#154#|##1240#1146#|2020#current#1583#1429#;SVL employs approximately 146 permanent workers and about 1000 seasonal workers during the harvest period from November to January.;;;;;;;;;;;;;;SVL PROJECT;SVL is owned by the Fund, through its subsidiary Silverlands Namibia Holdings Limited.;39683;Silverlands Vineyards (Proprietary) Limited (SVL);Namibia;Private company;;;;;;There are no households or communities in the immediate vicinity of the vineyards. There are no indigenous peoples or cultural heritage in the direct area of influence.;;;;;;;;;;;;;;;;Physical resettlement or economic displacement is not envisioned for this Project.;;;;;;;Financial support|Other;four Grundfos AQTaps were installed in April 2020. a further 10 water points have been installed, rolled-out in November 2020, which means that every resident will have access to clean water within a maximum of 200m of their home. This has been facilitated by a ~$40,000 grant from Danida (the Danish Ministry of Foreign Affairs);;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;exports its product to Europe, Africa and the Far East;;;;;Yes;;Surface water|River;All water for irrigation is obtained from the Orange River, and currently, annual volume requirements are 6.8 million m3.;;;SVL currently has water rights to 7.7 million m3.;Yes;;"Water withdrawal for the SVL Project represents <0.2% of flow in the Orange River; thus such a small percentage of withdrawal is not anticipated to adversely impact the river system.";Creche opened so female workers have a safe space for their children whilst they work;;No;;
5907;Yes;transnational;36400.00;Kenya;36400.00;0.0;Concluded (Contract signed);In operation (production);;Lewa Wildlife Conservancy#40962#|Fauna &Flora International (FFI),#42176#|Arcus Foundation#42177#;;#current#36400.0;;Over time, the Game Reserve expanded to cover 90,000 acres (364km2).;#current##Livestock, Tourism, Conservation;Ol Pejeta integrates cattle with wildlife.;Outright purchase;In 2004, the ranch was purchased by the U.K.-based conservation organisation, Fauna &Flora International (FFI), with the financial backing of the Arcus Foundation. The land purchase was wholly funded by a $15 million donation from the Arcus Foundation to secure the 90,000 acres.;2005#current#Concluded (Contract signed);;#current#In operation (production);;15000000;US Dollar ($);for specified area;36400.00;"The land purchase was wholly funded by a $15 million donation from the Arcus Foundation to secure the 90,000 acres.
The information was obtained from a formal source (company sources).";;;;;;No;;;;;;Yes;;;;;;;;;;;;;;;;;; Fauna &Flora International (FFI)#Other (please specify)| Arcus Foundation#Other (please specify)| Lewa Wildlife Conservancy #Other (please specify);Ol Pejeta Conservancy;In 2004, the ranch was purchased by the U.K.-based conservation organisation, Fauna &Flora International (FFI), with the financial backing of the Arcus Foundation, a private international philanthropic organisation founded by Jon Stryker. The land purchase was wholly funded by a $15 million donation from the Arcus Foundation, which worked in tandem with FFI and the Lewa Wildlife Conservancy to secure the 90,000 acres.  Ownership was transferred from FFI to a Kenyan non-profit entity (Ol Pejeta conservancy) in 2005 under a long-term management agreement.;42175;Ol Pejeta Ranching Ltd;Kenya;Private company;;;The day to day operations are undertaken by Ol Pejeta Ranching Ltd, a commercial business that utilises agriculture and tourism to create surpluses wholly for reinvestment in conservation and community development.;;;;;;;;;;;;;;;;;;;;;;;;;;Health|Education|Capacity building|Other;;;Community;171 local private landowners (part of the Ol Kinyei Group Ranch);Pastoralism;Cattle ranch;Shrub land/Grassland (Rangeland);open Savannah grassland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
