Deal ID;Is public;Deal scope;Deal size;Target country;Current size under contract;Current size in operation (production);Current negotiation status;Current implementation status;Fully updated;Top parent companies;Intended size (in ha);Size under contract (leased or purchased area, in ha);Size in operation (production, in ha);Comment on land area;Intention of investment;Comment on intention of investment;Nature of the deal;Comment on nature of the deal;Negotiation status;Comment on negotiation status;Implementation status;Comment on implementation status;Purchase price;Purchase price currency;Purchase price area type;Purchase price area;Comment on purchase price;Annual leasing fee;Annual leasing fee currency;Annual leasing fee type;Annual leasing fee area;Comment on leasing fees;Contract farming;On leased / purchased;On leased area/farmers/households;Not on leased / purchased (out-grower);Not on leased area/farmers/households (out-grower);Comment on contract farming;Jobs created (total);Planned number of jobs (total);Planned employees (total);Planned daily/seasonal workers (total);Current total number of jobs/employees/ daily/seasonal workers;Comment on jobs created (total);Jobs created (foreign);Planned number of jobs (foreign);Planned employees (foreign);Planned daily/seasonal workers (foreign);Current foreign number of jobs/employees/ daily/seasonal workers;Comment on jobs created (foreign);Jobs created (domestic);Planned number of jobs (domestic);Planned employees (domestic);Planned daily/seasonal workers (domestic);Current domestic number of jobs/employees/ daily/seasonal workers;Comment on jobs created (domestic);Actors involved in the negotiation / admission process;Name of investment project;Comment on investment chain;Operating company: Investor ID;Operating company: Name;Operating company: Country of registration/origin;Operating company: Classification;Operating company: Investor homepage;Operating company: Opencorporates link;Operating company: Comment;Name of community;Name of indigenous people;Comment on communities / indigenous peoples affected;Recognition status of community land tenure;Comment on recognitions status of community land tenure;Community consultation;Comment on consultation of local community;Community reaction;Comment on community reaction;Presence of land conflicts;Comment on presence of land conflicts;Displacement of people;Number of people actually displaced;Number of households actually displaced;Number of people displaced out of their community land;Number of people displaced staying on community land;"Number of households displaced ""only"" from their agricultural fields";Number of people facing displacement once project is fully implemented;Comment on displacement of people;Negative impacts for local communities;Comment on negative impacts for local communities;Promised compensation (e.g. for damages or resettlements);Received compensation (e.g. for damages or resettlements);Promised benefits for local communities;Comment on promised benefits for local communities;Materialized benefits for local communities;Comment on materialized benefits for local communities;Presence of organizations and actions taken (e.g. farmer organizations, NGOs, etc.);Former land owner;Comment on former land owner;Former land use;Comment on former land use;Former land cover;Comment on former land cover;Crops area/yield/export;Comment on crops;Livestock area/yield/export;Comment on livestock;Mineral resources area/yield/export;Comment on mineral resources;Contract farming crops;Comment on contract farming crops;Contract farming livestock;Comment on contract farming livestock;Has domestic use;Domestic use;Has export;Export;Country 1;Country 1 ratio;Country 2;Country 2 ratio;Country 3;Country 3 ratio;Comment on use of produce;In country processing of produce;Comment on in country processing of produce;Processing facilities / production infrastructure of the project (e.g. oil mill, ethanol distillery, biomass power plant etc.);In-country end products of the project;Water extraction envisaged;Comment on water extraction envisaged;Source of water extraction;Comment on source of water extraction;Comment on how much do investors pay for water;Water extraction amount;Comment on how much water is extracted;Use of irrigation infrastructure;Comment on use of irrigation infrastructure;Water footprint of the investment project;Comment on gender-related info;Overall comment;Not public;Reason;Comment on not public
1983;Yes;domestic;107800.00;South Africa;107800.00;0.0;Concluded (Contract signed);In operation (production);;Illovo Sugar Ltd#37157#;107800.00;1994#current#107800.0;;3 Estates owned. In addition, manages Glendow estate 28,700ha.;#current##Biofuels, Food crops, Renewable Energy;;Outright purchase;;1994#current#Concluded (Contract signed);The company first started operating in 1891 and bought its first sugar mill and estate in 1904. In 1994 it changed its name to Illovo Sugar.;1904#current#In operation (production);;;;;;;;;;;;Yes;;;Yes;#current##5600#;"""Just 7% of the sugar cane used by Illovo in South Africa is grown on the company’s own land. The 
remainder is acquired from independent farmers within KwaZulu-Natal"". Includes 5,000 small- scale sugar cane farmers and 600 larger sugar cane farms, all of which are close to the company’s own farms and mills. ";;;;;;;;;;;;;Yes;;;;2010#current##2100#2000;;;;;37157;Illovo Sugar Ltd;South Africa;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Sugar Cane;;;;;;;;;;Yes;;Yes;;;;;;;;;Yes;"Furfural,	furfuryl	alcohol,	Agriguard,	diacetyl,		
2.3-pentanedione,	ethyl	alcohol	and	lactulose	are	produced	at	the	various	downstream	plants.	";;;;;;;;;;;;;;This company has been in operation for a very long time.;No;;
1992;Yes;domestic;10000.00;Congo, Dem. Rep.;10000.00;2500.00;Concluded (Contract signed);In operation (production);2017-02-27T10:55:08+00:00;Societe Minere du Katanga (SOMIKA)#3621#;10000.00;2007#current#10000.0;2011##650.0|2014##1500.0|2015#current#2500.0;"Lubanda and Katofio Farms- 5000ha each. Lubanda farm is currently being cultivated.  The maize will be grown on a total of approximately 9 500 ha after allowances are made for access roads and related infrastructure. Note: ""The concession contracts have been conferred for adjacent 1,000ha blocks""-- thus expect to see contracts for 1000ha only (but still relates to this deal and has been taken into account for the 10000ha).";#current##Food crops;"The company shifted its planned 10,000 ha of sugarcane to maize for food consumption, partly in response to government 
subsidies. Maize at the moment- looking into other crops such as wheat.";Lease;Initially, the concession was obtained for a five-year period, however after demonstrating progress with regards to land development, the concessions were granted for a 25-year period.;2007#current#Concluded (Contract signed);Environmental and Social Assessments of the project were completed in 2010 and 2014-- primarily for funding purposes.;2009#current#In operation (production);Lubanda farm is currently being cultivated.;;;;;;;;;;The annual fee is fixed at the amount in Congolese Francs equivalent to 245f or $ 245;Yes;;;;;"TERRA plans to develop an outgrower scheme in the future to assist in increasing
maize production, as well as securing supply for its miling facilities. These schemes will also assist the community as they will be guaranteed off-take for their crop. Currently it is anticipated
that at least 30 villages will be benefitting from the planned scheme.";;;;;;;;;;;;;Yes;;;;#current###200;;;TERRA Farm;"Terra SPRL is owned by SOMIKA, which is 80% owned by Passiflora Limited and 20% by Daniel Piraino, a US businessman. Shareholders in Passiflora Ltd are Chaitanya
Chug of the Vinmart Group, Rahim Dhrolia and Jaswant Rai.";38694;Terra SPRL;Congo, Dem. Rep.;Private company;;;;;;;;;;;;;;;;;;;;;;"Investment displaced local cultivators, pushing them into a national park where farmers now pay guards to let them cultivate within the reserve; other farmers forced to relocate 50 km away where they rent land from local people. TERRA gave the community members two years to relocate as opposed to the six months required notification time.";;;The company gave compensation, but it is unclear what this compensation was.;;Health|Education|Other;The company has installed two boreholes for the surrounding communities. The company has also installed solar street lights. Regular donation of medicines to local clinics. Projects still to be undertaken: revamp schools and provide educational material, create training program for small groups farmers, continue solar lighting solutions for surrounding villages, continue water solutions.;;;;Community;;Smallholder agriculture|Other;Lake Lubanda is also contained within the concession area.;Cropland|Marginal land;Lake- Lake Lubanda is also contained within the concession area (the community still has access to the lake).;#current####Corn (Maize);;;;;;;;;;Yes;;;;;;;;;;;Yes;Company constructed milling facilities- under the company African Milling Company Congo. Terra produces approximately 10,000 tonnes of grain;;;Yes;Another source states rain-fed crops.;Surface water|River;The following rivers run through the concession: Kafira River, Kabemba River and Kalemba River. Lake Lubanda is also contained within the concession area.;;;;;;;;"Note: ""The concession contracts have been conferred for adjacent 1,000ha blocks""-- thus expect to see contracts for 1000ha only (but still relates to this deal and has been taken into account for the 10000ha).";No;;
2033;Yes;domestic;46857.00;Zambia;46857.00;10965.80;Concluded (Contract signed);In operation (production);;Zambeef Products PLC (Zambeef)#1599#;46857.00;2011#current#46857.0;2011##15000.0|2019#current#10965.8;According to a 2019 company report the total land area is  46,813.3ha and 10,965.8ha  is dveloped.;#current##Food crops, Livestock;;Lease;;2011#current#Concluded (Contract signed);Acquired ETC Bioenergy estate- no longer producing jatropha;2011#current#In operation (production);;42000000;US Dollar ($);for specified area;;leasing fee does not come from official source;;;;;;No;;;;;;Yes;;;;;There are over 400 employees at Mpongwe Farms most of whom are casual workers.;;;;;;;;;;;;;;Mpongwe Farm;The farm was acquired by Zambeef in 2011 for approximately USD47m.;1599;Zambeef Products PLC (Zambeef);Zambia;Stock-exchange listed company;https://zambeefplc.com/aim-rule-26/;;Dual listed stock exchange- Lusaka and London.;;;;;;;;;;;;Yes;364;;;;;;;;;;;Education|Roads;;;;;Private (large-scale farm);Former ETC Bioenergy estate;Commercial (large-scale) agriculture;Jatropha;;;#current####Corn (Maize), Soya Beans, Wheat;;#current####Cattle;;;;;;;;Yes;;;;;;;;;;;No;;;;Yes;;;;;;;;;;;;No;;
2047;Yes;domestic;200.00;Zambia;200.00;0.0;Concluded (Contract signed);In operation (production);;Linknet#36202#;1215.00;2005#current#200.0;;Part of Macha Mission church land;#current##Biofuels;;Lease;;2005#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;Yes;;;;#current#113##;;;Macha Mission;;36202;Linknet;Zambia;Private company;;;;;;;;;Not consulted;The community were merely informed that they were to move off the land by the 2009/2010 planting season.;Rejection;The community formed a committee to fight the evictions. They attempted to hire a lawyer. The high court in Lusaka ruled against the community in their absence at the court proceedings.;Yes;Case went to court. Investment has increased social tension within community due to displacements and increase land pressure as well as towards the investor and the BIC which leased the land from the community.;Yes;1736;;;;;;222 families. Forced evictions after losing court case.;;;;;Health|Education|Productive infrastructure (e.g. irrigation, tractors, machinery...);Since taking over the land, PrivaServe/Macha Works has planted a large jatropha field. It has also built an airstrip, an internet café, a radio station, a restaurant, a guesthouse, and a private school. There have been some positive impacts from this, such as the provision of formal employment (around 113 people work for the various development projects) and the provision of education services and new facilities such as the restaurant (although both the school and restaurant are too expensive for most local people).;Health|Education|Productive infrastructure (e.g. irrigation, tractors, machinery...);Since taking over the land, PrivaServe/Macha Works has planted a large jatropha field. It has also built an airstrip, an internet café, a radio station, a restaurant, a guesthouse, and a private school. There have been some positive impacts from this, such as the provision of formal employment (around 113 people work for the various development projects) and the provision of education services and new facilities such as the restaurant (although both the school and restaurant are too expensive for most local people).;;Community;;Smallholder agriculture|Pastoralism;;Cropland|Shrub land/Grassland (Rangeland);;#current####Jatropha;;;;;;;;;;Yes;;;;;;;;;;;Yes;AGF (Agrofuel production);;;;;;;;;;;;;;No further evidence regarding this case can be found in the country.;No;;
2062;Yes;domestic;100000.00;Zimbabwe;100000.00;0.0;Concluded (Contract signed);Project abandoned;2016-07-29T06:51:45+00:00;Agriculture and Rural Development Authority (ARDA).#2270#;100000.00;2003#current#100000.0;;;#current##Food crops;contract issued by the Zimbabwe government to develop 100,000 hectares of land for irrigated maize production;;;2003#current#Concluded (Contract signed);CIWEC won a tender to develop the farm in 2003. CIWEC had only won the tender to clear the land, which would be managed by ARDA and allocated to local farmers. CIWEC only won the bid to develop the first 10 000ha for $11 million.  Due to funding and other problems only 800ha was cleared. In 2005, the project was abandoned. ;2005#current#Project abandoned;Abandoned when the Zimbabwe government could not make any payment towards the project.;;;;;;;;;;;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;Nuanetsi Ranch;China International Water Electricity Corporation (CIWEC) won a tender to develop the farm in 2003. CIWEC had only won the tender to clear the land, which would be managed by ARDA;36938;Agriculture and Rural Development Authority (ARDA);Zimbabwe;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Private (large-scale farm);;Commercial (large-scale) agriculture;;Cropland;;#current####Corn (Maize);;;;;;;;;;Yes;100.0;;;;;;;;;;;;;;Yes;;;;;;;;;;;China International Water Electricity Corporation (CIWEC)  won a tender to develop the farm in 2003. CIWEC had only won the tender to clear the land, which would be managed by ARDA and allocated to local farmers. CIWEC only won the bid to develop the first 10 000ha for $11 million.  Due to funding and other problems only 800ha was cleared. In 2005, the project was abandoned. ;No;;
2064;Yes;domestic;17178.00;Brazil;17178.00;17178.00;Concluded (Contract signed);In operation (production);2016-02-18T16:23:48+00:00;Industrial Madeireira Flona do Jamari Ltda. – MADEFLONA#36212#;;2017#current#17178.0;2017#current#17178.0;;#current##Forest logging / management;;Concession;;2009#current#Concluded (Contract signed);exploitation;2009#current#In operation (production);exploitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36212;Industrial Madeireira Flona do Jamari Ltda. – MADEFLONA;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Conservation;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Import of error check - Coordinator's overview comment: 0 
Import of other remarks regarding the investment: located on the left in the limits Jenipapo Igarapé  of Jamari National Forest, belonging to the forest management unit I Jamari";No;;
2065;Yes;domestic;32900.00;Brazil;32900.00;32900.00;Concluded (Contract signed);In operation (production);2020-09-09T16:49:09.686265+00:00;Industrial Madeireira Flona do Jamari Ltda. – MADEFLONA#36212#;;2012##32900.0|2018#current#32900.0;2012##32900.0|2018#current#32900.0;"The first forest concession in the country took place in Flona do Jamari, in 2008, when three forest management units (FMU) were put out to auction.  Three companies won the auction: Madeflona Industrial Madeireira won the auction of FMU I (17 thousand hectares); Sakura Indústria e Comércio de Madeiras won the auction of FMU II (32.9 thousand hectares); and Amata S/A won the auction of FMU III (46 thousand hectares).
In 2012, the forest concession contract of FMU II, signed with the company Sakura Indústria e Comércio de Madeiras, was rescinded. In November 2018, a new bidding announcement was published for the forest concession of the rescinded area, called Lot II of the National Forest of Jamari, with approximately 32 thousand hectares. The company Madeflona Industrial Madeireira was the winner of the auction for the forest concession of Lot II of the National Forest of Jamari.";#current##Forest logging / management;;Concession;;2008##Concluded (Contract signed)|2012##Failed (Contract cancelled)|2018#current#Concluded (Contract signed);;2008##In operation (production)|2018#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36212;Industrial Madeireira Flona do Jamari Ltda. – MADEFLONA;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;The lands were concessioned by the company Sakura Indústria e Comércio de Madeiras Ltda (#36213) from 2008 to 2012.;Forestry;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Import of error check - Coordinator's overview comment: 0 
Import of other remarks regarding the investment: located on the border with the Jamari National Forest, belonging to the forest management unit II Jamari";No;;
2066;Yes;domestic;50044.00;Brazil;50044.00;46184.00;Concluded (Contract signed);In operation (production);2016-02-18T19:13:02+00:00;Amata#36214#;;2017#current#50044.0;2017#current#46184.0;;#current##Forest logging / management;;Concession;;2009#current#Concluded (Contract signed);exploitation;2010#current#In operation (production);exploitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36214;Amata;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
2067;Yes;domestic;29769.00;Brazil;29769.00;29769.00;Concluded (Contract signed);In operation (production);2016-02-18T19:34:28+00:00;Ebata Produtos Florestais Ltda#36215#;30000.00;2017#current#29769.0;2017#current#29769.0;;#current##Forest logging / management;;Concession;;2010#current#Concluded (Contract signed);exploitation;2011#current#In operation (production);exploitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36215;Ebata Produtos Florestais Ltda;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Conservation;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Import of error check - Coordinator's overview comment: 0 
Import of other remarks regarding the investment: belonging to the forest management unit II Saracá-Taquera";No;;
2068;Yes;domestic;18933.00;Brazil;18933.00;18933.00;Concluded (Contract signed);In operation (production);2016-02-18T19:53:40+00:00;Golf Indústria e Comércio de Madeiras#36216#;;2017#current#18933.0;2017#current#18933.0;;#current##Forest logging / management;;Concession;;2010#current#Concluded (Contract signed);exploitation;2010#current#In operation (production);exploitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36216;Golf Indústria e Comércio de Madeiras;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Conservation;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Import of error check - Coordinator's overview comment: 0 
Import of other remarks regarding the investment: belonging to the forest management unit III Saracá-Taquera";No;;
2069;Yes;domestic;4960.00;Brazil;4960.00;4960.00;Concluded (Contract signed);In operation (production);2016-03-22T22:32:27+00:00;L.F. Timbers Ltda.#36217#;;2009#current#4960.0;2009#current#4960.0;contratos de transição the last one of the concessions according with Article 70 Law nº 11.284 of Serviço Florestal Brasileiro. It going to end on 2011 Abril, but it doesnt have any official resolution yet giving the end.;#current##Forest logging / management;;Concession;;2009#current#Concluded (Contract signed);The award is in operation phase but no activity on these lands.;2011#current#In operation (production);"
The exploitation license finished in 2011 and there is not information of the new renovation.
The award is in operation phase but no activity on these lands.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36217;L.F. Timbers Ltda.;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2088;Yes;domestic;1200.00;Brazil;1200.00;0.0;Concluded (Contract signed);Startup phase (no production);2016-03-31T21:50:13+00:00;Mineracao Caraíba#36223#;;2015#current#1200.0;;;#current##Mining;;Exploitation permit / license / concession (for mineral resources);;2007#current#Concluded (Contract signed);;2015#current#Startup phase (no production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36223;Mineracao Caraíba;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Cobalt, Copper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2103;Yes;domestic;9496.00;Brazil;9496.00;0.0;Concluded (Contract signed);In operation (production);2016-03-31T22:27:10+00:00;MXX#4011#;;2008#current#9496.0;;;#current##Mining;;Exploitation permit / license / concession (for mineral resources);;2005#current#Concluded (Contract signed);exploitation;2008#current#In operation (production);exploitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36225;MMX Sudeste;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Iron;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Import of error check - Coordinator's overview comment: 0 
Import of other remarks regarding the investment: Mina 63 - corumba ";No;;
2104;Yes;domestic;756.00;Brazil;756.00;756.00;Concluded (Contract signed);In operation (production);;MXX#4011#;;2010#current#756.0;2010#current#756.0;;#current##Mining;;Exploitation permit / license / concession (for mineral resources);;2008#current#Concluded (Contract signed);exploitation;2010#current#In operation (production);exploitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;brasilian ebx group is the owner;36225;MMX Sudeste;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Iron;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Import of error check - Coordinator's overview comment: 0 
Import of other remarks regarding the investment: Mina Bon Sucesso ";No;;
2130;Yes;domestic;0.00;Brazil;0.0;0.0;Concluded (Oral Agreement);None;2016-04-08T22:24:45+00:00;Carbonífera Belluno Ltda#36232#;;;;;#current##Mining;;Exploitation permit / license / concession (for mineral resources);;2003#current#Concluded (Oral Agreement);exploitation;;exploitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;the Salvaro Group is the owner;36232;Carbonífera Belluno Ltda;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Coal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2136;Yes;domestic;250.00;Brazil;250.00;250.00;Concluded (Contract signed);In operation (production);2016-04-01T23:24:17+00:00;Compañia Siderurgica Nacional#36233#;;2005#current#250.0;2005#current#250.0;;#current##Mining;;Exploitation permit / license / concession (for mineral resources);;2001#current#Concluded (Contract signed);exploitation;2005#current#In operation (production);exploitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36233;Compañia Siderurgica Nacional;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Iron;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2172;Yes;domestic;55000.00;Brazil;55000.00;55000.00;Concluded (Contract signed);In operation (production);2016-02-22T22:37:55+00:00;Grupo Amaggi#3919#;;2002#current#55000.0;2002#current#55000.0;;#current##Food crops;;Outright purchase;;2002#current#Concluded (Contract signed);;2002#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36238;Amaggi Agro;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Soya Beans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2174;Yes;domestic;20000.00;Brazil;20000.00;10000.00;Concluded (Contract signed);In operation (production);2016-03-22T20:00:46+00:00;Grupo SLC#3054#|Grupo Dois Vales#3977#;;2013#current#20000.0;2013#current#10000.0;;#current##Food crops;;Lease;;2013#current#Concluded (Contract signed);;2013#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36239;SLC - Roncador;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Private (large-scale farm);;;;;;#current####Soya Beans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The  website http://www.terra.com.br/revistadinheirorural/capa12.htm contained is not enabled.;No;;
2175;Yes;domestic;82000.00;Brazil;82000.00;34000.00;Concluded (Contract signed);In operation (production);2016-02-23T00:22:52+00:00;Grupo Amaggi#3919#;;2014#current#82000.0;2014#current#34000.0;;#current##Food crops;;Outright purchase;;2002#current#Concluded (Contract signed);;2002#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36238;Amaggi Agro;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Soya Beans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2176;Yes;domestic;2750.00;Brazil;2750.00;2750.00;Concluded (Contract signed);In operation (production);2016-03-22T21:27:04+00:00;Jose Francisco de Morales#36240#;;2002#current#2750.0;2002#current#2750.0;;#current##Food crops;;Outright purchase;;2002#current#Concluded (Contract signed);;2002#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36240;Jose Francisco de Morales;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Soya Beans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2178;Yes;domestic;8000.00;Brazil;8000.00;8000.00;Concluded (Contract signed);In operation (production);2016-03-22T21:49:59+00:00;Edno and Clovis Cortezia#3978#;;2004#current#8000.0;2004#current#8000.0;;#current##Food crops;;Outright purchase;;2002#current#Concluded (Contract signed);;2004#current#In operation (production);This company will sell its production to the Cargill;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34918;Agrícola Lavras;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Forest land;;#current####Soya Beans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2179;Yes;domestic;60000.00;Brazil;60000.00;60000.00;Concluded (Contract signed);In operation (production);2016-02-24T23:43:04+00:00;Vale SA#3926#;;2013#current#60000.0;2013#current#60000.0;;#current##Biofuels;;Outright purchase;;2011#current#Concluded (Contract signed);;2011#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36241;Biopalma Vale;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Private (large-scale farm);;Pastoralism;;Marginal land;;#current####Oil Palm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2181;Yes;domestic;107000.00;Brazil;107000.00;39000.00;Concluded (Contract signed);In operation (production);2016-02-25T00:49:13+00:00;Agropalma#36243#;;2016#current#107000.0;2016#current#39000.0;;#current##Biofuels;;Outright purchase;;2007#current#Concluded (Contract signed);In 2007, the Agropalma group had a restructuring where it definitely was constituted the company Agropalma SA.;2007#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36243;Agropalma;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Oil Palm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2183;Yes;domestic;10000.00;Brazil;10000.00;10000.00;Concluded (Contract signed);In operation (production);2016-02-25T20:49:44+00:00;Infinity Bio Energy#1647#|Bertin Energy#3927#;;2014#current#10000.0;2014#current#10000.0;;#current##Biofuels, Food crops;;Lease;;2014#current#Concluded (Contract signed);The company buy sugar cane to the cane producers nearby of its mills, because it do not register own lands.;2014#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36244;Infinity Bio Energy;Brazil;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Sugar Cane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Import of error check - Coordinator's overview comment: 0 ;No;;
2184;Yes;domestic;0.00;Brazil;0.0;0.0;Concluded (Contract signed);In operation (production);2016-04-08T22:24:47+00:00;Petrobras#933#;;;;;#current##Biofuels, Industry;;;;2009#current#Concluded (Contract signed);To produce biofuels;2009#current#In operation (production);;;;;;The total investment in this project is R$ 100 million. (2009);;;;;;Yes;;;Yes;#current#10000.0##;"In year 2012
";Yes;3120;;;;120 direct and 3.000 indirect jobs would be created;;;;;;;;;;;;;;Marialva Plant;;38169;BSBIOS Marialva  Indústria e Comércio de Biodiesel Sul Brasil;Brazil;Private company;;;;;;;;;;;Consent;They work with the family farmers, they are linked with the plant's agricultural supply program;;;;;;;;;;;;;;;;;;;;Private (smallholders)|Private (large-scale farm);;Commercial (large-scale) agriculture|Smallholder agriculture;;Cropland;;#current####Canola, Oil Palm, Soya Beans;;;;;;;;;;Yes;100.0;;;;;;;;;;Yes;;;;;;;;;;;;;;;"The website contained not enabled.
Petrobras and BSBIOS in partnership";No;;
2259;Yes;domestic;2000.00;Madagascar;0.0;0.0;Failed (Negotiations failed);None;;Bioenergy Invest#36271#;2000.00;;;;#current##Biofuels;;;;#current#Failed (Negotiations failed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36271;Bioenergy Invest;Madagascar;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Jatropha;;;;;;;;;;;;;;;;;;;;;Yes;AGF (Agrofuel production);;;;;;;;;;;;;;;No;;
2269;Yes;domestic;100000.00;Mali;0.0;0.0;Intended (Expression of interest);None;2016-07-15T13:57:48+00:00;Communauté economique des etats de l'Africa de l'Ouest (CEDEAO)#1680#;100000.00;;;;#current##Food crops;;;;#current#Intended (Expression of interest);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36276;Unknown (Communauté economique des etats de l'Africa de l'Ouest (CEDEAO));Mali;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
