Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
49;Administrative region;Phnum Sruoch, Cambodia;13.0075,106.15306;;;"Phnom Srouch and Oral Districts (Phnom Aural), Kampong Speu Province
Coordinates from deleted LO deal duplicate:
11.548468749612711
104.13124145528366"
49;Administrative region;Phnom Aural, Cambodia;12.0325,104.17083;;;Phnom Srouch and Oral Districts (Phnom Aural), Kampong Speu Province
50;Exact location;Sambour District, Cambodia;12.77423,105.96491;;;Sambo District, Kratie Province
51;Administrative region;Kratié, Cambodia;12.86063,105.96999;;;"Sambo District, Kratie Province
Coordinates from deleted LO deal duplicate:
13.115313130146212
106.26663833731335"
53;Approximate location;Boutum Sakor National Park, Cambodia;11.09427,103.22018;;;"Koh Kong Province, Boutum Sakor National Park
Coordinates from deleted LO deal duplicate:
11.393177566422537
103.12431515670974"
55;Administrative region;Santuk, Cambodia;12.63251,105.31312;;;Santuk District, Kampong Thom Province
56;Administrative region;Phnom Sruoch, Cambodia;11.31239,104.23959;;;Phnom Srouch district, Kompong Speu province
57;Coordinates;Andong Meas, Ratanak Kiri, Cambodia;13.87552,107.20948;;;Andong Meas District, Ratanakiri Province
61;Administrative region;Cardamom Mountains, Cambodia;12.0,103.25;;;
64;Administrative region;Kuleaen, Cambodia;13.81719,104.69668;;;Koulen district, Preah Vihear province
67;Coordinates;Botum Sakor, Cambodia;11.21677,103.5987;;;Botomsakor District, Koh Kong Province
68;Coordinates;Srae Ambel, Cambodia;11.25416,103.72649;;;Sre Ambil District, Koh Kong Province
69;Country;Cambodia;12.56568,104.99096;;;
70;Administrative region;Mondol Kiri, Cambodia;12.78794,107.10119;;;"Chong Plas Commune, Keoseyma District and Pu Chry Commune, Pechreada District,
Mondulkiri Province"
72;Country;Cambodia;12.56568,104.99096;;;Central Cambodia
73;Administrative region;Oddar Meancheay, Cambodia;14.17172,103.63627;;;"Kreal commune, Samrong district,
Oddar Meanchey province.
Coordinates from deleted LO deal duplicate:
14.147882852717455
103.60656261444531"
75;Exact location;Krong Kracheh, Cambodia;12.48969,106.02875;;;"Kratie District, Kratie Province
Coordinates from deleted LO deal duplicate:
12.69171713532672
106.22520760116126"
77;Administrative region;Ratanak Kiri, Cambodia;13.85766,107.10119;;;"Vensay District, Ratanakiri Province
Coordinates from the deleted duplicate LO deal
13.8400329681
106.852863824"
79;Coordinates;Mondol Kiri, Cambodia;13.05338,106.62018;;;"Koh Nhek District, Modulkiri Province; 
Shapefile source of contract area: https://opendevelopmentcambodia.net/dataset/?id=economiclandconcessions"
81;Coordinates;Krong Preah Sihanouk, Cambodia;10.70371,103.7927;;;Prey Nup District, Sihanoukville Municipality
82;Exact location;Andong Meas District, Ratanak Kiri, Cambodia;13.85766,107.10119;;;Andong Meas District, Rattanakiri Province
83;Coordinates;Snoul District, Kratie Province;12.33344,106.34502;;;"Snoul District, Kratie Province; 
Shapefile source of contract area: https://opendevelopmentcambodia.net/dataset/?id=economiclandconcessions

Uploaded cartodb_id number 5."
95;Administrative region;Chong Kal, Cambodia;13.95256,103.57117;;;"Pong Ro and Chongkal Communes, Chongkal District, Uddor Meanchey Province
Coordinates from deleted LO deal duplicate:
14.061643067977027
103.69273662567169"
100;Administrative region;Kampong Speu​, Cambodia;11.61551,104.37919;;;Oral district
101;Exact location;Se San, Stung Treng, Cambodia;13.5583,106.10033;;;Se San District, Stung Treng Province
105;Exact location;Krâya, Cambodia;13.11667,104.76667;;;Kraya Commune, Santuk District, Kampong Thom Province
106;Administrative region;Mondol Kiri, Cambodia;12.78794,107.10119;;;Chong Phlah, Srae Chhuk commune, Keo seima district, Mondulkiri province
107;Administrative region;Snuol, Cambodia;12.07635,106.42734;;;Chong Phlah, Srae Chhuk commune, Snuol, Kaev Seima district, Mondulkiri, Kratie province
108;Coordinates;Rovieng, Cambodia;13.37043,105.29503;;;"Roveang District, Preah Vihear Province; 
Shapefile source of contract area: https://opendevelopmentcambodia.net/dataset/?id=economiclandconcessions"
109;Administrative region;Kratié, Cambodia;12.86063,105.96999;;;"Location: Kratie District, Kratie Province. Coordinates: A:625557-1406000, B:626144-1408365, C:628187-1408377, D:628199-1410000,
E:6629828-1410000, F:629828-1408475, G:632797-1408477, H:632798-1410961,
I:630006-1412066, J:630006-1412066, K:634548-1413966, L:635479-1413573,
M:637213-1413968, N:638057-1413537, O:639008-1413413, P:638721-1411698,
Q:641017-1410581, R:641000-1405982."
112;Coordinates;Mondol Kiri, Cambodia;13.05691,106.71658;;;"Ro Yar Commune, Koh Nhek District, Mondulkiri Province; 
Shapefile source of contract area: https://opendevelopmentcambodia.net/dataset/?id=economiclandconcessions"
117;Approximate location;Orang, Mondulkiri, Cambodia;12.78794,107.10119;;;"Orang and Senmonorom Districts, Mondulkiri Province
Coordinates from deleted LO deal duplicate:
12.37117924492631
107.2269010543823"
117;Approximate location;Senmonorom District, Mondulkiri Province;;;;
129;Exact location;Uddor Meanchey, Samrong;14.2536,103.63219;;;"Oddar Meanchey, Samrong
Coordinates from deleted LO deal duplicate:
14.360511775401516
103.55403423309768"
130;Administrative region;Kratié, Cambodia;12.86063,105.96999;;;
131;Administrative region;Yunnan, Volksrepublik China;25.04535,102.70994;;;"Shuangbai county (Chuxiong Prefecture); Yongren County (Chuxiong Prefecture); Quibei County; Huize County (Qujing Prefecture)"
131;Administrative region;Yongxing Township Enterprise Audit Firm, Daqiao Road, Yongxing, Chenzhou, Hunan, China;26.12488,113.11795;;;
135;Administrative region;Laiyang, Yantai, Shandong, Volksrepublik China;36.97891,120.71161;;;Shandong
140;Approximate location;Animha, Merauke Regency, Papua, Indonesia;-7.87331,140.43082;;;
144;Administrative region;Nanning, Guangxi, China;22.817,108.36654;;;"Guangxi autonomous region, Hepu county
Coordinates: 21.667639, 109.193115"
144;Administrative region;Qin Lian Jie, Qinnan Qu, Qinzhou Shi, Guangxi Zhuangzuzizhiqu, China;21.9478,108.65383;;;
144;Administrative region;Yulin, Guangxi, China;22.63638,110.16476;;;
147;Coordinates;Huanjiang County, Guangxi Autonomous Region;24.81167,108.4021;;;"Guangxi autonomous region, Huanjiang County; Cangwu County
Coordinates: 24.811668, 108.4021"
147;Administrative region;Cangwu County, Guangxi Autonomous Region;;;;
148;Administrative region;Gaoligong Mountain, Tengchong, Baoshan, China;25.46255,98.76504;Sujiang Forestry Farm;;Yunnan province, Tengching County, townships: Qushi, Jietou, Hougiao
156;Administrative region;Cova Lima, Timor-Leste;-9.26504,125.2588;;;
156;Administrative region;Lospalos, Timor-Leste;-8.51667,127.0;;;
156;Administrative region;Baucau, Timor-Leste;-8.46667,126.45;;;
156;Administrative region;Viqueque, Timor-Leste;-8.8575,126.36472;;;
161;Administrative region;Papua, Republik Indonesien;-4.3545,139.36531;;;"Sangau district (West Kalimantan)
Coordinates: 0.175781, 110.610352"
161;Approximate location;East Kalimantan, Indonesia;1.64063,116.41939;;;
162;Approximate location;Kuala Tanjung, Sumatra, Republik Indonesien;-0.58972,101.34311;;;Sumatra, Kuala Tanjung
163;Administrative region;Sumatra, Republik Indonesien;-0.58972,101.34311;;;
164;Administrative region;Kalimantan, Indonesia;1.06824,114.23354;;;
164;Administrative region;Sumatra, Republik Indonesien;-0.58972,101.34311;;;
165;Administrative region;Paleleh, Republik Indonesien;1.0146,121.97499;;;
165;Administrative region;Bunobogu, Republik Indonesien;1.02019,121.65779;;;
168;Administrative region;Kotabaru Regency, South Kalimantan, Indonesia;-3.00298,115.9468;PT Bumi Raya Investindo;oil palm plantation;
172;Administrative region;Kalimantan Barat, Republik Indonesien;-0.27878,111.47529;;;
173;Administrative region;Kalimantan, Republik Indonesien;-0.27878,111.47529;;;
174;Country;Republik Indonesien;-0.78927,113.92133;;;
178;Administrative region;Sumatra, Indonesien;-0.58972,101.34311;;;
178;Administrative region;Kalimantan Barat, Indonesien;-0.27878,111.47529;;;
178;Administrative region;Kalimantan Tengah, Indonesien;-1.68149,113.38235;;;
180;Administrative region;Kalimantan Tengah, Republik Indonesien;-1.68149,113.38235;;;
182;Administrative region;West Kalimantan, Indonesia;-0.27878,111.47529;;;Minamas estates in West Kalimantan: Awatan, Beturus, East, Kelampai, Lembiru, Pelanjau, Mas 1 – 3, Sei Mawang, Sungai Putih, West.
187;Administrative region;East Kalimantan, Indonesia;1.64063,116.41939;;;
188;Coordinates;Kapuas Hulu, Kapuas Regency, Central Kalimantan, Indonesia;-0.84194,114.08;Golden Hill Oil Mill;;Golden Hill Oil Mill is the processing plant of PT Dwie Warna Karya and is located in the plantation area. Coordinates taken from Uniliver's Oil Mill List for year 2017
191;Administrative region;Sanggau Regency, West Kalimantan, Indonesia;0.14001,110.52155;;;Kembayan, Sanggau, West Kalimantan and Kedukul, Sanggau, West Kalimantan.
192;Administrative region;Belitung, Republik Indonesien;-2.87089,107.95318;;;Belitung
192;Administrative region;Riau, Republik Indonesien;0.29335,101.70683;;;
192;Administrative region;Berau (BEJ), Republik Indonesien;2.16233,117.6962;;;
192;Administrative region;Langkat Regency, Republik Indonesien;3.78563,98.2213;;;
192;Administrative region;Kalimantan Tengah, Republik Indonesien;-1.68149,113.38235;;;
195;Coordinates;Sorong, Republik Indonesien;-1.0645,131.5207;;;
202;Administrative region;Alaköl-See, Kasachstan;46.13997,81.72754;;;Alakol
203;Country;Kasachstan;48.01957,66.92368;;;
206;Administrative region;Almaty, Kazakhstan;43.22201,76.85125;;;
207;Country;Kasachstan;48.01957,66.92368;;;
211;Administrative region;Erbil, Iraq;36.20629,44.00887;;;Arbil Governorate
212;Administrative region;Erbil, Iraq;36.20629,44.00887;;;Arbil Governorate
213;Administrative region;Kurdistan Region, Iraq;36.41034,44.3872;;;
213;Administrative region;Al Khor, Qatar;25.68041,51.49685;Widam Slaughterhouse Al-khor;;"Widam Food Company Previously (Mawashi) was established in 2004 to Trade in livestock, meat and animal feeds in addition to meat derivatives and animal Skin – Tannery and the management of the slaughtering houses in the state of Qatar. (https://www.arabstoday.net/en/85/widam-food-company-reports-qr622m-net-profit-in-2014)

The Company’s main activities are the whole sale of livestock (slaughtered and unslaughtered)  which  are  only  carried  out  in  the  State  of  Qatar. (https://www.qe.com.qa/documents/20181/c5adc49d-08f4-6095-6565-0c28865d0d95)"
216;Exact location;Vientiane, Laos;18.90807,102.67095;;;Spatial data derived from the Mapathon 2020.
217;Country;Laos;19.85627,102.4955;;;
218;Administrative region;Vientiane, Laos;17.96277,102.61443;;;Vientiane Province
219;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
220;Administrative region;Vientiane, Laos;18.57051,102.62162;;;
222;Administrative region;Vientiane, Laos;17.96277,102.61443;;;Vientiane Province
224;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
227;Administrative region;Muang Sanakham;17.98055,101.62698;;;Sanakham District, Vientiane, 13 km west of Sanakham city
229;Country;Laos;19.85627,102.4955;;;
230;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
233;Approximate location;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
234;Exact location;Attapeu, Laos;14.8007,107.05435;;;source of location: Global Witness  2013 P. 22
235;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
236;Administrative region;Muang Sing, Laos;21.18819,101.15041;;;Sing, Long, Namtha, Viengphukha districts
237;Administrative region;Vientiane, Laos;17.96277,102.61443;;;Vientiane Capital
238;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
239;Approximate location;Bolikhamsai, Laos;18.43629,104.47233;;;
240;Approximate location;Savannakhet, Laos;16.56066,104.747;;;
241;Approximate location;Champasak, Laos;14.65787,105.96999;;;
251;Administrative region;Bachieng District, Champasak Province;15.24908,105.93498;;;"Bachieng District, Champasak Province
Coordinates: 15.249077, 105.934982"
252;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
253;Country;Laos;19.85627,102.4955;;;
254;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
255;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
256;Exact location;Xepon, Laos;16.95945,105.99876;;;40 km north of Sepon
261;Approximate location;Vientiane, Laos;18.57051,102.62162;;;
261;Approximate location;Savannakhet, Laos;16.56066,104.747;;;
261;Approximate location;Khammouane, Laos;17.63841,105.21948;;;
261;Approximate location;Salavan, Laos;15.71667,106.41667;;;
266;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
268;Administrative region;Savannakhet, Laos;16.50654,105.59434;;;
269;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
270;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
272;Administrative region;Khammuan, Laos;17.63841,105.21948;;;
272;Administrative region;Bolikhamsai, Laos;18.43629,104.47233;;;
274;Administrative region;Muang Pakxong, Paksong, Laos;15.17964,106.2379;;;
275;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
276;Administrative region;Muang Mai, Laos;21.17305,102.72213;;;Phongsaly province, Muang Mai district
277;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
279;Coordinates;Champasak, Laos;15.19276,105.92238;;;
282;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
285;Country;Laos;19.85627,102.4955;;;
288;Administrative region;Vientiane, Laos;18.57051,102.62162;;;
290;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
291;Administrative region;Vientiane, Laos;18.57051,102.62162;;;Vientiane Province
296;Administrative region;Luang Namtha, Laos;20.95,101.4;;;
296;Administrative region;Oudomxay, Laos;20.49219,101.88917;;;
296;Administrative region;Bokeo, Laos;20.28727,100.70979;;;
296;Administrative region;Sainyabuli, Laos;19.39079,101.52481;;;
297;Administrative region;Champasak, Laos;14.65787,105.96999;;;Champasak province, Laos
297;Approximate location;Saravan, Laos;15.71657,106.41409;;;Saravan province, Laos
305;Administrative region;Sabah, Malaysia;5.4204,116.79678;;;
307;Administrative region;Sabah, Malaysia;5.4204,116.79678;;;
308;Country;Malaysia;4.21048,101.97577;;;
311;Approximate location;Sungai Besi, 43000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia;3.05775,101.72391;;;Deal is located in the town of Sungai Besi
333;Country;Malaysia;4.21048,101.97577;;;
335;Administrative region;Danum Valley Conservation Area, Lahad Datu, Sabah, Malaysia;4.96537,117.69042;;;
348;Country;Myanmar;15.802,95.28716;;;
350;Country;Myanmar;21.91397,95.95622;;;
352;Administrative region;Kayin State, Myanmar (Burma);16.94593,97.95929;;;
355;Approximate location;Mīrpur Khās, Pakistan;25.51799,69.01267;;;
360;Country;Pakistan;30.37532,69.34512;;;
365;Administrative region;Mirani Guarm, Kech, Balochistan, Pakistan;25.96152,62.72651;;;"Beluchistan Province, Mirani Dam
Coordinates: 25.961523, 62.72651"
369;Administrative region;Belutschistan, Pakistan;28.49073,65.09578;;;Beluschistan Province
378;Administrative region;Thar;27.70654,72.17642;;;Tharkarpar
378;Administrative region;Cholistan, Pakistan;;;;
378;Administrative region;Umarkot, Pakistan;25.36144,69.74359;;;
378;Administrative region;Khairpur, Pakistan;27.52995,68.75814;;;
378;Administrative region;Sanghar District, Pakistan;25.85768,69.47845;;;
379;Country;Pakistan;30.37532,69.34512;;;
381;Approximate location;Thar desert;27.70168,72.15444;;;Tharparkar, Sindh
383;Administrative region;Sukkur, Pakistan;27.6908,68.84859;;;one plant and the company's own dairy farm are located in Sukkur
383;Administrative region;Sāhīwal, Pakistan;30.6644,73.1083;;;location of the company's other plant
388;Country;Pakistan;30.37532,69.34512;;;the land will be divided among the four provinces
390;Country;Pakistan;30.37532,69.34512;;;
399;Administrative region;Mindanao, Philippines;8.49613,123.30341;;;
404;Administrative region;Davao del Norte, Philippines;7.56177,125.65328;;;
404;Administrative region;Sarangani, Philippines;5.92672,124.99475;;;
412;Coordinates;Zamboanga del Norte, Siocon;7.73326,122.27846;;;"Zamboanga del Norte, near Siocon; 
Area in operation detected on satellite image on google maps/openstreet map: Google satellite image source: CNES/Airbus, DigitalGlobe, Landsat/ Copernicus, Kartendaten 2019; Date of digitalizing: 2019/01/31"
413;Country;Philippines;12.87972,121.77402;;;
416;Administrative region;Isabela, Philippines;16.97538,121.81071;;;
418;Administrative region;Mawaque, Mabalacat, Pampanga, Philippines;15.22287,120.57444;;;
426;Country;Philippines;12.87972,121.77402;;;
427;Administrative region;Delfin Albano, Isabela, Philippines;17.25925,121.74234;;;Isabela
431;Administrative region;Palawan, Philippines;9.83495,118.73836;;;
432;Administrative region;Toledo City, Cebu, Philippines;10.38701,123.65028;;;
433;Administrative region;Mindanao, Philippines;8.49613,123.30341;;;
433;Administrative region;Palawan, Philippinen;9.44623,118.39294;;;
434;Administrative region;Caunayan, Pagudpud, Ilocos Norte, Philippines;18.61775,120.83267;;;North Luzon
437;Administrative region;Merauke, Republik Indonesien;-8.49599,140.3945;;;
438;Administrative region;Sarangani, Philippines;5.92672,124.99475;;;Sarangani Province, Mindanao island
439;Administrative region;Sulawesi, Republik Indonesien;-1.84791,120.52791;;;
443;Administrative region;Mindoro, Philippines;13.11623,121.07937;;;Mindoro
449;Administrative region;Mountain Province, Philippines;17.06634,121.03351;;;Mountain Province
449;Administrative region;Davao del Norte, Philippines;7.56177,125.65328;;;"Potential sites in Mindanao: Davao del Sur, Zamboange del Norte, Zamboanga Sibugay, Sarangani, North Cotabato, South Cotabato and Agusan del Norte

Davao del Norte has identified 19,000 has. of logged area as a site for palm oil plantation."
450;Approximate location;Taganito, Claver, Surigao del Norte Philippines;9.54565,125.8199;;;Taganito is a brgy. in the Municipality of Claver, in the province of Surigao del Norte.
452;Administrative region;Mindanao, Philippines;8.49613,123.30341;;;
456;Country;Philippines;12.87972,121.77402;;;
462;Administrative region;Malungon, Sarangani, Philippines;6.3343,125.2588;;;Mindanao
465;Country;Philippines;12.87972,121.77402;;;
467;Administrative region;Central Luzon, Philippines;15.48277,120.712;;;
469;Administrative region;Capas, Tarlac, Philippines;15.33352,120.59045;;;
470;Administrative region;Bukidnon, Philippines;8.05151,124.92299;;;
472;Administrative region;Pampanga, Philippines;15.07941,120.61999;;;
472;Administrative region;Tarlac City, Tarlac, Philippines;15.47548,120.59635;;;
472;Administrative region;Nueva Ecija, Philippines;15.57837,121.11126;;;
474;Administrative region;Mallig, Isabela, Philippines;17.19934,121.60549;;;
477;Administrative region;Ormoc City, Philippines;11.00698,124.6128;;;
478;Administrative region;Nueva Vizcaya, Philippines;16.33011,121.17104;;;
478;Administrative region;Quirino, Philippines;16.27004,121.537;;;
480;Administrative region;Sarangani, Philippines;5.92672,124.99475;;;
484;Administrative region;President Manuel A. Roxas, Zamboanga del Norte, Philippines;8.45157,123.20261;;;Roxas, Zamboanga del Norte
484;Administrative region;Gingoog City, Philippinen;8.82299,125.09764;;;Gingoog, Misamis Oriental
486;Administrative region;Sarangani, Philippines;5.92672,124.99475;;;Province of Sarangani, Mindanao
489;Approximate location;National Highway, Nuro Upi, Upi, 9602 Maguindanao, Philippines;7.01094,124.16267;;;
489;Administrative region;South Upi, Maguindanao, Philippines;6.85103,124.19769;;;The Maguindanao portion of the project covers only 50 hectares
489;Administrative region;Bagumbayan, Sultan Kudarat, Philippines;6.53303,124.56306;;;
489;Administrative region;Pigcawayan, Cotabato, Philippines;7.27922,124.43092;;;
489;Administrative region;Baungon, Bukidnon, Philippines;8.26336,124.66353;;;
493;Administrative region;Bohol, Philippines;9.79661,124.24216;;;Bohol, Visayas
500;Country;Thailand;15.87003,100.99254;;;
502;Country;Thailand;15.87003,100.99254;;;
505;Country;Thailand;15.87003,100.99254;;;Northeast Thailand
509;Administrative region;Suphanburi, Thailand;14.53792,99.99123;;;"The lands toured by the investors are reportedly owned by the Chat Thai
party’s secretary general in Suphanburi province"
517;Country;Turkey;38.96375,35.24332;;;
519;Country;Turkey;36.89689,30.71332;;;"Various locations in Turkey
Deleted Anatalya from previous edit because it was reported by the Anotolia News Agency but it was not said if the requested land is in Antalya."
520;Approximate location;Adıyaman, Turkey;37.90783,38.48499;;;The project cover southeastern region of Turkey namely Adıyaman, Batman, Diyarbakır, Gaziantep, Kilis, Siirt, Şanlıurfa, Mardin and Şırnak
520;Approximate location;Batman, Turkey;37.83625,41.36057;;;
520;Approximate location;Diyarbakır, Turkey;37.92497,40.21098;;;
522;Country;Turkey;38.96375,35.24332;;;
527;Country;Turkey;38.96375,35.24332;;;
532;Country;Türkei;38.96375,35.24332;;;
533;Country;Vietnam;14.05832,108.2772;;;
535;Country;Vietnam;14.05832,108.2772;;;
537;Country;Vietnam;14.05832,108.2772;;;
538;Country;Vietnam;14.05832,108.2772;;;
539;Administrative region;Bình Dương, Vietnam;11.14238,106.62913;;;Coordinates: 10.74328, 106.650714
542;Administrative region;Bình Định, Vietnam;14.16653,108.90268;;;Eight districts of Binh Dinh
544;Approximate location;Lang Son Province, Vietnam;21.85637,106.62913;;;
545;Administrative region;Da Nang, Vietnam;14.05832,108.2772;;;Nissho Iwai's forestry and wood chip production businesses in Vietnam began with Vietnam-Japan Chip Corporation, which was established in Danang City in Quang Nam Province in 1993. See https://www.sojitz.com/en/news/2002/05/20020527.php
545;Administrative region;Cái Lân, tp. Hạ Long, Quảng Ninh, Vietnam;20.9725,107.01491;;;VIJACHIP Cai Lan (established in 2004), see https://www.sojitz.com/en/special/project/post-13.php
545;Administrative region;Vung Ang, Ha Tinh Province, Vietnam;18.29438,105.67452;;;Vietnam-Japan Chip Vung Ang Corporation (VIJACHIP VA). See https://www.sojitz.com/en/news/2002/05/20020527.php
548;Administrative region;Lâm Đồng, Vietnam;11.57528,108.14287;;;
548;Administrative region;Dak Nong, Vietnam;12.26465,107.60981;;;
552;Country;Yemen;15.55273,48.51639;;;
555;Country;India;20.59368,78.96288;;;
556;Administrative region;Maharashtra, India;19.75148,75.71389;;;
556;Administrative region;Odisha, India;20.95167,85.09852;;;
556;Administrative region;Madhya Pradesh, India;22.97342,78.65689;;;
556;Administrative region;Tamil Nadu, India;11.12712,78.65689;;;
556;Administrative region;Karnataka, India;15.31728,75.71389;;;
557;Country;Indien;20.59368,78.96288;;;
558;Country;Indien;20.59368,78.96288;;;
559;Coordinates;Jharsuguda;21.80791,84.0408;;;"Jharsuguda
Coordinates: 21.860243, 84.015518
Source of shapefile of area in operation: Google satellite maps 2019 DigitalGlobe, Kartendaten and promotion video of company: https://www.youtube.com/watch?v=ed2tjk2aQrI"
